design_description	size_selection	basecaller_model	library_strategy	total_reads	Gb	library_ID	basecaller_version	notes	filetype	ccs_algorithm	quartile_25	ntsm_score	DeepConsensus_version	path	filename	library_selection	shear_method	polymerase_version	500kb+	seq_kit	biosample_accession	max	total_Gbp	seq_plate_chemistry_version	library_layout	generator_facility	N50	200kb+	coverage	mean	N25	total_bp	400kb+	sample_ID	sample	read_N50	1Mb+	data_type	study	N75	min	quartile_50	platform	instrument_model	quartile_75	whales	100kb+	300kb+	library_source	basecaller	generator_contact	result	accession	Sample	Accession	familyID	Subpopulation	Superpopulation	Production Year
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	103.06	06_28_22_R941_HG02040_2	6.5.7	N/A	bam	N/A	N/A	0.35563	N/A	s3://human-pangenomics/working/HPRC/HG02040/raw_data/nanopore/guppy_6/06_28_22_R941_HG02040_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02040_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.31	31.23	N/A	N/A	N/A	0.09	HG02040	HG02040	88092.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	13.59	0.58	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02040	SAMN33758784		KHV	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	79.82	06_28_22_R941_HG02040_3	6.5.7	N/A	bam	N/A	N/A	0.356216	N/A	s3://human-pangenomics/working/HPRC/HG02040/raw_data/nanopore/guppy_6/06_28_22_R941_HG02040_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02040_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.07	24.19	N/A	N/A	N/A	0.05	HG02040	HG02040	79018.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	9.27	0.34	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02040	SAMN33758784		KHV	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	77.69	06_28_22_R941_HG02155_1	6.5.7	N/A	bam	N/A	N/A	0.393689	N/A	s3://human-pangenomics/working/HPRC/HG02155/raw_data/nanopore/guppy_6/06_28_22_R941_HG02155_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02155_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.74	23.54	N/A	N/A	N/A	0.05	HG02155	HG02155	77287.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	8.68	0.26	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02155	SAMN33621951		CDX	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	85.86	06_28_22_R941_HG02155_2	6.5.7	N/A	bam	N/A	N/A	0.372588	N/A	s3://human-pangenomics/working/HPRC/HG02155/raw_data/nanopore/guppy_6/06_28_22_R941_HG02155_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02155_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.05	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.68	26.02	N/A	N/A	N/A	0.12	HG02155	HG02155	87421.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	10.0	11.23	0.49	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02155	SAMN33621951		CDX	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	86.15	06_28_22_R941_HG02155_3	6.5.7	N/A	bam	N/A	N/A	0.395328	N/A	s3://human-pangenomics/working/HPRC/HG02155/raw_data/nanopore/guppy_6/06_28_22_R941_HG02155_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02155_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.05	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.58	26.11	N/A	N/A	N/A	0.12	HG02155	HG02155	85506.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	10.95	0.47	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02155	SAMN33621951		CDX	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	74.64	06_28_22_R941_HG02165_1	6.5.7	N/A	bam	N/A	N/A	0.377173	N/A	s3://human-pangenomics/working/HPRC/HG02165/raw_data/nanopore/guppy_6/06_28_22_R941_HG02165_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02165_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.26	22.62	N/A	N/A	N/A	0.07	HG02165	HG02165	83115.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	9.25	0.42	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02165	SAMN33758785		CDX	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	70.71	06_28_22_R941_HG02165_2	6.5.7	N/A	bam	N/A	N/A	0.376957	N/A	s3://human-pangenomics/working/HPRC/HG02165/raw_data/nanopore/guppy_6/06_28_22_R941_HG02165_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02165_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.48	21.43	N/A	N/A	N/A	0.09	HG02165	HG02165	90174.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	9.6	0.48	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02165	SAMN33758785		CDX	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	75.21	06_28_22_R941_HG02165_3	6.5.7	N/A	bam	N/A	N/A	0.38002	N/A	s3://human-pangenomics/working/HPRC/HG02165/raw_data/nanopore/guppy_6/06_28_22_R941_HG02165_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02165_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.03	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.19	22.79	N/A	N/A	N/A	0.12	HG02165	HG02165	99543.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	11.34	0.64	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02165	SAMN33758785		CDX	EAS	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	102.34	06_28_22_R941_HG02922_1	6.5.7	N/A	bam	N/A	N/A	0.357278	N/A	s3://human-pangenomics/working/HPRC/HG02922/raw_data/nanopore/guppy_6/06_28_22_R941_HG02922_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02922_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.24	31.01	N/A	N/A	N/A	0.1	HG02922	HG02922	84324.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	12.93	0.6	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02922	SAMN33758788	NG06	ESN	AFR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	102.21	06_28_22_R941_HG02922_2	6.5.7	N/A	bam	N/A	N/A	0.368987	N/A	s3://human-pangenomics/working/HPRC/HG02922/raw_data/nanopore/guppy_6/06_28_22_R941_HG02922_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02922_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	3.37	30.97	N/A	N/A	N/A	0.1	HG02922	HG02922	85325.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	13.1	0.64	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02922	SAMN33758788	NG06	ESN	AFR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	83.8	06_28_22_R941_HG02922_3	6.5.7	N/A	bam	N/A	N/A	0.361226	N/A	s3://human-pangenomics/working/HPRC/HG02922/raw_data/nanopore/guppy_6/06_28_22_R941_HG02922_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	06_28_22_R941_HG02922_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.2	25.39	N/A	N/A	N/A	0.07	HG02922	HG02922	74004.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	9.18	0.42	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02922	SAMN33758788	NG06	ESN	AFR	YR3
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	78.86	07_13_21_R941_HG00544_1	6.4.6	N/A	bam	N/A	N/A	0.365332	N/A	s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/guppy_6/07_13_21_R941_HG00544_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00544_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.56	23.9	N/A	N/A	N/A	0.02	HG00544	HG00544	62807.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	5.66	0.09	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00544	SAMN26237491	SH042	CHS	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	70.63	07_13_21_R941_HG00544_2	6.4.6	N/A	bam	N/A	N/A	0.360982	N/A	s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/guppy_6/07_13_21_R941_HG00544_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00544_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.38	21.4	N/A	N/A	N/A	0.01	HG00544	HG00544	62839.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	4.89	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00544	SAMN26237491	SH042	CHS	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	76.46	07_13_21_R941_HG00544_3	6.4.6	N/A	bam	N/A	N/A	0.354387	N/A	s3://human-pangenomics/working/HPRC/HG00544/raw_data/nanopore/guppy_6/07_13_21_R941_HG00544_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00544_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.43	23.17	N/A	N/A	N/A	0.01	HG00544	HG00544	65631.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	4.0	5.68	0.06	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00544	SAMN26237491	SH042	CHS	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	74.09	07_13_21_R941_HG00706_1	6.4.6	N/A	bam	N/A	N/A	0.345581	N/A	s3://human-pangenomics/working/HPRC/HG00706/raw_data/nanopore/guppy_6/07_13_21_R941_HG00706_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00706_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.93	22.45	N/A	N/A	N/A	0.03	HG00706	HG00706	72401.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	7.11	0.14	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00706	SAMN37706905	SH090	CHS	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	89.85	07_13_21_R941_HG00706_2	6.4.6	N/A	bam	N/A	N/A	0.348804	N/A	s3://human-pangenomics/working/HPRC/HG00706/raw_data/nanopore/guppy_6/07_13_21_R941_HG00706_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00706_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.16	27.23	N/A	N/A	N/A	0.04	HG00706	HG00706	72132.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	3.0	8.6	0.19	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00706	SAMN37706905	SH090	CHS	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	74.34	07_13_21_R941_HG00706_3	6.4.6	N/A	bam	N/A	N/A	0.323904	N/A	s3://human-pangenomics/working/HPRC/HG00706/raw_data/nanopore/guppy_6/07_13_21_R941_HG00706_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00706_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.93	22.53	N/A	N/A	N/A	0.03	HG00706	HG00706	72386.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	7.12	0.14	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00706	SAMN37706905	SH090	CHS	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	78.47	07_13_21_R941_HG00738_2	6.4.6	N/A	bam	N/A	N/A	0.350161	N/A	s3://human-pangenomics/working/HPRC/HG00738/raw_data/nanopore/guppy_6/07_13_21_R941_HG00738_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00738_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.92	23.78	N/A	N/A	N/A	0.02	HG00738	HG00738	72927.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	7.47	0.1	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00738	SAMN26237493	PR07	PUR	AMR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	88.09	07_13_21_R941_HG00738_3	6.4.6	N/A	bam	N/A	N/A	0.347786	N/A	s3://human-pangenomics/working/HPRC/HG00738/raw_data/nanopore/guppy_6/07_13_21_R941_HG00738_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG00738_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.03	26.69	N/A	N/A	N/A	0.02	HG00738	HG00738	71965.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	5.0	8.23	0.13	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG00738	SAMN26237493	PR07	PUR	AMR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	61.74	07_13_21_R941_HG01255_1	6.4.6	N/A	bam	N/A	N/A	0.364765	N/A	s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/guppy_6/07_13_21_R941_HG01255_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG01255_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.62	18.71	N/A	N/A	N/A	0.01	HG01255	HG01255	76438.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	6.38	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01255	SAMN26237495	CLM15	CLM	AMR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	88.28	07_13_21_R941_HG01255_2	6.4.6	N/A	bam	N/A	N/A	0.365546	N/A	s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/guppy_6/07_13_21_R941_HG01255_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG01255_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.85	26.75	N/A	N/A	N/A	0.01	HG01255	HG01255	75335.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	8.92	0.07	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01255	SAMN26237495	CLM15	CLM	AMR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	106.24	07_13_21_R941_HG01255_3	6.4.6	N/A	bam	N/A	N/A	0.381373	N/A	s3://human-pangenomics/working/HPRC/HG01255/raw_data/nanopore/guppy_6/07_13_21_R941_HG01255_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG01255_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.24	32.19	N/A	N/A	N/A	0.02	HG01255	HG01255	77211.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	11.21	0.13	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG01255	SAMN26237495	CLM15	CLM	AMR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	94.47	07_13_21_R941_HG02071_1	6.4.6	N/A	bam	N/A	N/A	0.328543	N/A	s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/guppy_6/07_13_21_R941_HG02071_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02071_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.38	28.63	N/A	N/A	N/A	0.0	HG02071	HG02071	68103.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	7.61	0.03	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02071	SAMN26267380	VN065	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	105.36	07_13_21_R941_HG02071_2	6.4.6	N/A	bam	N/A	N/A	0.315385	N/A	s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/guppy_6/07_13_21_R941_HG02071_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02071_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.49	31.93	N/A	N/A	N/A	0.01	HG02071	HG02071	67686.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	8.45	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02071	SAMN26267380	VN065	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	60.19	07_13_21_R941_HG02071_3	6.4.6	N/A	bam	N/A	N/A	0.335713	N/A	s3://human-pangenomics/working/HPRC/HG02071/raw_data/nanopore/guppy_6/07_13_21_R941_HG02071_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02071_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.25	18.24	N/A	N/A	N/A	0.0	HG02071	HG02071	67347.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	4.76	0.02	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02071	SAMN26267380	VN065	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	88.36	07_13_21_R941_HG02074_1	6.4.6	N/A	bam	N/A	N/A	0.238384	N/A	s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02074_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.32	26.78	N/A	N/A	N/A	0.0	HG02074	HG02074	62895.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	6.32	0.02	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02074	SAMN26267381	VN066	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	93.19	07_13_21_R941_HG02074_2	6.4.6	N/A	bam	N/A	N/A	0.253961	N/A	s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02074_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.46	28.24	N/A	N/A	N/A	0.01	HG02074	HG02074	62972.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	6.81	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02074	SAMN26267381	VN066	KHV	EAS	YR2
