sample_id,haplotype,assembly,fasta_sha256,release,phasing,assembly_method,assembly_method_version,assembly_date,assembly_name,source,genbank_accession,assembly_md5,assembly_fai,assembly_gzi,biosample_id,population_descriptor,population_abbreviation,trio_available,family_id,paternal_id,maternal_id,sex,tissue,collection,alternative_id,notes,file_size
HG01081,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01081_pat_hprc_r2_v1.0.1,hprc,GCA_042037825.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01081/assemblies/freeze_2/HG01081_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33758783,Puerto Rican in Puerto Rico,PUR,True,PR21,HG01079,HG01080,female,B-Lymphocyte,1000G,,,901140983
HG01123,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01123_pat_hprc_r2_v1.0.1,hprc,GCA_018469695.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN17861232,"Colombian in Medellin, Colombia",CLM,True,CLM02,HG01121,HG01122,female,B-Lymphocyte,1000G,,,899796599
HG01150,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01150_pat_hprc_r2_v1.0.1,hprc,GCA_042037855.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37797097,"Colombian in Medellin, Colombia",CLM,True,CLM12,HG01148,HG01149,female,B-Lymphocyte,1000G,,,901308154
HG01252,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01252_pat_hprc_r2_v1.0.1,hprc,GCA_042038865.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37797098,"Colombian in Medellin, Colombia",CLM,True,CLM14,HG01250,HG01251,male,B-Lymphocyte,1000G,,,865910208
HG01358,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01358_pat_hprc_r2_v1.0.1,hprc,GCA_018469965.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN17861234,"Colombian in Medellin, Colombia",CLM,True,CLM31,HG01356,HG01357,male,B-Lymphocyte,1000G,,,867526125
HG01361,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01361_pat_hprc_r2_v1.0.1,hprc,GCA_018469705.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN17861235,"Colombian in Medellin, Colombia",CLM,True,CLM32,HG01359,HG01360,female,B-Lymphocyte,1000G,,,900600493
HG01928,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01928_pat_hprc_r2_v1.0.1,hprc,GCA_018472705.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN17861660,"Peruvian in Lima, Peru",PEL,True,PEL011,HG01926,HG01927,male,B-Lymphocyte,1000G,,,865715420
HG01934,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01934_pat_hprc_r2_v1.0.1,hprc,GCA_042038875.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26237498,"Peruvian in Lima, Peru",PEL,True,PEL013,HG01932,HG01933,male,B-Lymphocyte,1000G,,,866724830
HG01940,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01940_pat_hprc_r2_v1.0.1,hprc,GCA_042037875.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37797101,"Peruvian in Lima, Peru",PEL,True,PEL015,HG01938,HG01939,female,B-Lymphocyte,1000G,,,901817636
HG01960,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01960_pat_hprc_r2_v1.0.1,hprc,GCA_042037895.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37797102,African Caribbean in Barbados,ACB,True,BB11,HG01988,HG01989,female,B-Lymphocyte,1000G,,,902766498
HG01969,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01969_pat_hprc_r2_v1.0.1,hprc,GCA_042037885.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37797103,"Peruvian in Lima, Peru",PEL,True,PEL023,HG01967,HG01968,female,B-Lymphocyte,1000G,,,902014262
HG01978,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG01978_pat_hprc_r2_v1.1.0,hprc,GCA_018472845.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz.gzi,SAMN17861662,"Peruvian in Lima, Peru",PEL,True,PEL26,HG01977,HG01976,female,B-Lymphocyte,1000G,,,904535828
HG02071,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02071_pat_hprc_r2_v1.0.1,hprc,GCA_042036435.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26267380,"Kinh in Ho Chi Minh City, Vietnam",KHV,True,VN065,HG02073,HG02072,male,B-Lymphocyte,1000G,,,864957656
HG02074,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02074_pat_hprc_r2_v1.0.1,hprc,GCA_042036445.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26267381,"Kinh in Ho Chi Minh City, Vietnam",KHV,True,VN066,HG02076,HG02075,male,B-Lymphocyte,1000G,,,867679205
HG02135,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02135_pat_hprc_r2_v1.0.1,hprc,GCA_042036495.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02135/assemblies/freeze_2/HG02135_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26267392,"Kinh in Ho Chi Minh City, Vietnam",KHV,True,VN081,HG02137,HG02136,male,B-Lymphocyte,1000G,,,867857837
HG02257,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_pat_hprc_r2_v1.1.0.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02257_pat_hprc_r2_v1.1.0,hprc,GCA_018466835.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_pat_hprc_r2_v1.1.0.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_pat_hprc_r2_v1.1.0.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02257/assemblies/freeze_2/HG02257_pat_hprc_r2_v1.1.0.fa.gz.gzi,SAMN17861237,African Caribbean in Barbados,ACB,True,BB21,HG02255,HG02256,female,B-Lymphocyte,1000G,,,903556292
HG02668,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02668/assemblies/freeze_2/HG02668_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02668_pat_hprc_r2_v1.0.1,hprc,GCA_042038895.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02668/assemblies/freeze_2/HG02668_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02668/assemblies/freeze_2/HG02668_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02668/assemblies/freeze_2/HG02668_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37706906,Gambian in Western Division Đ Mandinka,GWD,True,GB40,HG02666,HG02667,male,B-Lymphocyte,1000G,,,868858719
HG02717,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02717/assemblies/freeze_2/HG02717_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02717_pat_hprc_r2_v1.0.1,hprc,GCA_018470425.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02717/assemblies/freeze_2/HG02717_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02717/assemblies/freeze_2/HG02717_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02717/assemblies/freeze_2/HG02717_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN17861666,Gambian in Western Division Đ Mandinka,GWD,True,GB50,HG02715,HG02716,male,B-Lymphocyte,1000G,,,867862235
HG02809,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02809/assemblies/freeze_2/HG02809_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG02809_pat_hprc_r2_v1.0.1,hprc,GCA_042036525.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02809/assemblies/freeze_2/HG02809_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02809/assemblies/freeze_2/HG02809_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02809/assemblies/freeze_2/HG02809_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26237510,Gambian in Western Division Đ Mandinka,GWD,True,GB63,HG02807,HG02808,female,B-Lymphocyte,1000G,,,902245705
HG03017,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03017/assemblies/freeze_2/HG03017_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03017_pat_hprc_r2_v1.0.1,hprc,GCA_042038885.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03017/assemblies/freeze_2/HG03017_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03017/assemblies/freeze_2/HG03017_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03017/assemblies/freeze_2/HG03017_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33758789,"Punjabi in Lahore, Pakistan",PJL,True,PK35,HG03015,HG03016,male,B-Lymphocyte,1000G,,,867960660
HG03041,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03041/assemblies/freeze_2/HG03041_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03041_pat_hprc_r2_v1.0.1,hprc,GCA_042037905.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03041/assemblies/freeze_2/HG03041_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03041/assemblies/freeze_2/HG03041_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03041/assemblies/freeze_2/HG03041_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33758790,Gambian in Western Division Đ Mandinka,GWD,True,GB110,HG03039,HG03040,female,B-Lymphocyte,1000G,,,903232189
HG03239,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03239_pat_hprc_r2_v1.0.1,hprc,GCA_042037925.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03239/assemblies/freeze_2/HG03239_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN33758794,"Punjabi in Lahore, Pakistan",PJL,True,PK41,HG03237,HG03238,female,B-Lymphocyte,1000G,,,900399413
HG03516,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03516_pat_hprc_r2_v1.1.0,hprc,GCA_018469415.2,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03516/assemblies/freeze_2/HG03516_pat_hprc_r2_v1.1.0.fa.gz.gzi,SAMN17861241,Esan in Nigeria,ESN,True,NG107,HG03515,HG03514,female,B-Lymphocyte,1000G,,,903789573
HG03804,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03804/assemblies/freeze_2/HG03804_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03804_pat_hprc_r2_v1.0.1,hprc,GCA_042036515.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03804/assemblies/freeze_2/HG03804_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03804/assemblies/freeze_2/HG03804_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03804/assemblies/freeze_2/HG03804_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN37706907,Bengali in Bangladesh,BEB,True,BD18,HG03803,HG03802,female,B-Lymphocyte,1000G,,,901759393
HG03942,1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.0.1.fa.gz,N/A,2,trio,hifiasm,0.19.9,2024-09,HG03942_pat_hprc_r2_v1.0.1,hprc,GCA_042036505.1,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.0.1.fa.gz.md5,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.0.1.fa.gz.fai,s3://human-pangenomics/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG03942/assemblies/freeze_2/HG03942_pat_hprc_r2_v1.0.1.fa.gz.gzi,SAMN26267387,Bengali in Bangladesh,BEB,True,BD42,HG03941,HG03940,male,B-Lymphocyte,1000G,,,865235927
